participant_id,file_path,original_shape,shape_3d,is_4d,voxel_size,shape_ok,voxel_ok,affine_ok,max_affine_diff,max_voxel_diff,needs_resampling
sub-57,D:\fmri\fmri_output1\sub-57\func\sub-57_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-58,D:\fmri\fmri_output1\sub-58\func\sub-58_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-59,D:\fmri\fmri_output1\sub-59\func\sub-59_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-60,D:\fmri\fmri_output1\sub-60\func\sub-60_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-61,D:\fmri\fmri_output1\sub-61\func\sub-61_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-62,D:\fmri\fmri_output1\sub-62\func\sub-62_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-63,D:\fmri\fmri_output1\sub-63\func\sub-63_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-64,D:\fmri\fmri_output1\sub-64\func\sub-64_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-65,D:\fmri\fmri_output1\sub-65\func\sub-65_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-66,D:\fmri\fmri_output1\sub-66\func\sub-66_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-67,D:\fmri\fmri_output1\sub-67\func\sub-67_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-68,D:\fmri\fmri_output1\sub-68\func\sub-68_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-69,D:\fmri\fmri_output1\sub-69\func\sub-69_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-70,D:\fmri\fmri_output1\sub-70\func\sub-70_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-71,D:\fmri\fmri_output1\sub-71\func\sub-71_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
sub-72,D:\fmri\fmri_output1\sub-72\func\sub-72_seed1_fc_map.nii.gz,"(78, 97, 35)","(78, 97, 35)",False,"(1.964, 1.964, 5.000)",True,True,True,0.0,0.0,False
